mine_id,mine_name,State,latitude,longitude,mine_type,resource_extracted,depth(m),accident_date,killed,injured,remarks,temperature,humidity,wind_speed,weather_desc,AQI,CO,NO2,SO2,PM2.5,PM10,Slope_Angle,Groundwater_Level,Seismic_Activity
MINE506,KARANKOTE LIMESTONE MINE,Telangana,17.487,77.591,opencast,limestone,300,19.10.2015,1,0,Hit by Dumpers,26.69,42,clear sky,2.09,2,447.27,6.6,8.7,16.62,23.28,2.914777176792193,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE507,CHECHAT LIMESTONE MINE ,Rajasthan,24.885,75.985,opencast,limestone,300,17.10.2015,1,0,Hit by Dumpers,26.49,33,scattered clouds,1.67,4,727.65,13.37,10.49,51.69,73.09,2.758719907176799,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE509,Red Hills Magnesite Mine,Tamil Nadu,11.451,78.167,opencast,Manganese,300,15.10.2015,1,0,Hit by Dumpers,25.5,81,broken clouds,1.88,1,390.53,7.45,7.63,7.47,9.63,1.324820948476014,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE510,JHANJHAR MARBLE MINE ,Rajasthan,25.19,73.687,opencast,marble,300,05.10.2015,1,0,Due to Electricity,23.12,11,clear sky,0.7,3,377.18,6.08,5.13,29.79,51.27,31.57449799082537,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE511,NEYVELI NO 1,Tamil Nadu,11.535987,79.4824392,opencast,coal,300,03.10.2015,1,0,Due to Electricity,26.32,84,broken clouds,1.87,2,410.56,9.85,22.65,9.76,13.51,4.208832938183672,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE512,SAMLESWARI OCP,Odisha,21.692,83.56,opencast,coal,300,30.09.2015,1,0,Hit by Other Heavy Earth Moving   Machinery,26.78,20,broken clouds,3.37,4,453.95,2.72,20.74,70.67,80.29,0.0,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE513,Hutti Gold Mine,Karnataka,16.197,76.656,opencast,gold,300,30.09.2015,1,0,Other Accident due to Winding Operation,28.09,33,few clouds,1.04,4,667.57,22.96,5.48,51.21,63.23,2.942740721585106,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE514,VEERBHADRA GRANITE MINE,Rajasthan,25.156,73.509,opencast,Granite,300,29.09.2015,1,0,Hit by Dumpers,25.52,11,clear sky,1.19,3,420.57,10.45,4.65,28.31,49.97,16.95869865377719,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE515,CHANDRIKA GRANITE MINE,Rajasthan,25.171,73.524,opencast,Granite,300,28.09.2015,1,0,Drowning in Water,25.5,11,clear sky,1.13,3,420.57,10.45,4.65,28.31,49.97,2.248542353189335,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE516,MOCHIA LEAD AND ZINK MINE,Rajasthan,25.04,73.805,opencast,lead,300,12.09.2015,1,0,Due to Overwinding of Cages/Skip (down   going),24.23,11,clear sky,2.48,3,380.52,6.08,5.07,31.11,53.69,0.9274099368611016,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE517,MORWAD MARBLE MINE,Rajasthan,26.30758333333333,73.835,opencast,marble,300,12.09.2015,1,0,Run Over or Hit by Wheeled Trackless,25.81,10,clear sky,3.72,3,480.65,9.85,3.87,32.92,57.81,1.034538972874965,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE518,POOTKEE,Jharkhand,23.667,86.432,opencast,coal,300,05.09.2015,1,0,Fall of Objects incl. Rolling Object,29.01,9,overcast clouds,1.2,5,921.25,22.28,14.78,76.08,103.85,2.112437948348783,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE519,KARO I,Jharkhand,23.7851802,85.9782986,opencast,coal,300,27.08.2015,1,0,Fall of Person from Height/into Depth,27.4,10,overcast clouds,1.59,4,580.79,7.2,5.66,54.77,70.45,2.745682168558567,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE520,BILLI MARKUNDI STONE MINE,Uttar Pradesh,24.618,83.077,opencast,stone quarry,150,27.08.2015,1,0,Fall of Person from Height/into Depth,25.65,16,overcast clouds,1.33,4,447.27,2.74,2.15,53.64,57.37,10.46712982047835,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE521,KUSMUNDA OCP,Chattisgarh,22.367,23.74408333333334,opencast,coal,300,26.08.2015,1,0,Run Over by Loading Machines,19.97,13,clear sky,4.76,4,213.62,0.21,0.04,31.25,146.79,3.837393035131951,No Data,"Mag: 4.6, Depth: 89.848km, Time: 2025-04-01 23:23:04.566000 | Mag: 4.1, Depth: 67.198km, Time: 2025-04-01 21:29:04.359000 | Mag: 4.2, Depth: 49.869km, Time: 2025-04-01 13:52:36.778000 | Mag: 4.3, Depth: 10km, Time: 2025-04-01 12:08:48.988000 | Mag: 3.1, Depth: 10km, Time: 2025-04-01 04:17:23.197000"
MINE522,GODAVARI KHANI NO.1,Telangana,18.7641843,79.5046501,underground,coal,800,25.08.2015,1,0,Fall of Roof,29.81,43,overcast clouds,1.01,2,607.49,13.54,6.62,21.68,33.57,0.9794581817153871,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE523,"KUMARDIHI ""A""",West Bengal,23.666,87.077,underground,coal,800,16.08.2015,1,0,Run Over by Transportation Machinery,27.68,38,scattered clouds,2.55,5,1001.36,23.31,11.21,79.99,105.96,3.554946734580559,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE524,TRIPURA DRILLING MINE,Tripura,23.748,91.387,underground,petroleum,800,16.08.2015,1,0,Fall of Objects including Rolling   Objects,22.93,80,broken clouds,1.83,3,507.36,7.2,1.54,36.5,51.56,1.373417544525171,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE525,BILLI MARKUNDI STONE   MINE,Uttar Pradesh,24.618,83.077,opencast,coal,300,11.08.2015,1,0,Fall of Sides,25.65,16,overcast clouds,1.33,4,447.27,2.74,2.15,53.64,57.37,10.46712982047835,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE526,DURGAPUR RAYATWARI,Maharashtra,20.024,79.266,opencast,coal,300,07.08.2015,1,0,Run Over by Loading Machines,29.84,40,scattered clouds,1.76,4,580.79,5.91,2.15,56.82,66.22,2.180281338797255,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE527,LIGNITE PROJECT TADKESHWAR,Gujarat,21.453,73.075,opencast,lignite,300,06.08.2015,1,0,Hit by Dumpers,28.03,44,clear sky,2.38,3,754.36,26.39,31.47,48.7,77.06,0.9274099368729609,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE528,ROCP/SOUTH JHARIA,Jharkhand,23.731,86.414,opencast,coal,300,05.08.2015,1,0,Fall of Overhangs,28.57,10,overcast clouds,0.67,5,921.25,22.28,14.78,76.08,103.85,6.315201023684407,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE529,BARSUA IRON ORE MINE,Odisha,21.968,85.217,opencast,iron ore,300,14.07.2015,1,0,Conveyors belt,23.84,61,overcast clouds,1.41,5,774.38,35.64,66.76,112.4,122.82,5.506379985966587,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE530,MASARO KI OBERI SERPENTINE MINE,Rajasthan,25.0,73.0,opencast,serpentine,300,14.07.2015,1,0,Flying Pieces (Except due to   Explosives),23.57,12,clear sky,0.8,3,347.14,5.66,2.68,23.16,51.93,5.639973161596584,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE531,AGARIA MARBLE MINE,Rajasthan,25.15,73.567,opencast,marble,300,07.07.2015,1,0,Fall of Person from Height/into Depth,24.79,11,clear sky,0.72,3,420.57,10.45,4.65,28.31,49.97,35.02567686274575,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE532,KUMARDHUBI,Jharkhand,23.7421106,86.7787756,opencast,lignite,300,28.06.2015,1,0,Run Over by Transportation Machinery,28.2,11,overcast clouds,0.79,5,1001.36,22.62,16.93,81.69,112.2,1.013140234780745,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE533,GURH LIGNITE OPENCAST MINE,Rajasthan,27.874,72.872,opencast,lignite,300,28.06.2015,1,0,Run Over by Wheeled Trackless,26.11,8,clear sky,4.85,3,520.71,9.17,9.06,36.69,89.38,4.29013080164107,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE534,JAWAHAR KHANI OPENCAST,Telangana,17.5783,80.3225,opencast,coal,300,26.06.2015,1,0,Hit by Dumpers,27.07,65,overcast clouds,3.61,2,367.17,9.6,11.44,21.23,30.51,3.704791833671086,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE535,BILLI MARKUNDI STONE MINE,Uttar Pradesh,24.621031,83.042175,opencast,stone quarry,300,25.06.2015,1,0,Run Over or Hit by Other   Non-Transportation Machinery,25.43,15,overcast clouds,1.32,4,447.27,2.74,2.15,53.64,57.37,18.7243775068473,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE536,SRIRAMPUR OCP,Telangana,18.8178,79.5339,opencast,coal,300,24.06.2015,1,0,"Buried in Sands, etc.",29.78,43,overcast clouds,0.93,2,500.68,15.25,17.88,17.49,26.85,2.167095419509493,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE537,TAWA - II MINE,Madhya Pradesh,22.137615,78.170928,opencast,coal,300,21.06.2015,1,0,Run Over by Loading Machines,25.63,44,overcast clouds,3.01,4,594.14,6.6,4.29,63.3,69.9,11.16511523493003,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE538,CHANDA RAYATWARI,Maharashtra,19.95076,79.29523,opencast,coal,300,21.06.2015,1,0,Drowning in Water,29.83,40,few clouds,1.81,3,614.17,10.97,9.66,47.8,55.53,1.972631589219275,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE539,DAMNI UG MINE,Chattisgarh,22.35833333333333,82.70222222222222,underground,coal,300,20.06.2015,1,0,Fall of Roof,26.56,15,overcast clouds,1.87,4,460.63,6.08,20.27,56.15,61.65,4.110298806664822,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE540,KUSMUNDA OCP,Chattisgarh,23.2074,83.0056,opencast,coal,300,15.06.2015,1,0,Hit by Dumpers,24.15,14,overcast clouds,2.49,4,460.63,21.59,30.04,64.63,76.84,5.465865596917493,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE541,KUMDA 7&8 INCLIE,Chattisgarh,23.23647222222222,82.99838888888888,underground,coal,300,13.06.2015,1,0,Due to Electricity,24.09,14,overcast clouds,2.52,4,453.95,17.65,25.99,70.32,80.11,1.370526097537869,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE542,MEGHATUBURU IRON ORE MINE,Jharkhand,22.10880555555556,85.27872222222223,opencast,iron ore,300,11.06.2015,1,0,Run Over or Hit by Wheeled Trackless,23.29,68,overcast clouds,1.38,5,787.74,9.0,45.3,139.02,151.64,7.879131870497147,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE543,SETHURAYANPUDUR LIMESTONE MINE,Tamil Nadu,8.781944444444445,77.65411111111112,opencast,limestone,300,22.05.2015,1,0,Fall of Person from Height/into Depth,27.55,71,overcast clouds,1.51,3,907.9,28.79,5.07,27.81,37.62,2.092706495346619,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE544,KHETRI COPPER MINE,Rajasthan,28.015,75.77556,opencast,copper,300,16.05.2015,1,0,Fall of Roof,22.06,9,clear sky,2.52,3,534.06,10.8,5.36,40.28,64.83,6.97249503711485,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE545,DALLI MECHANISED IRON ORE MINE,Chattisgarh,20.58261111111111,81.07147222222221,opencast,coal,300,13.05.2015,1,0,Run over by Wagon Movements,25.99,48,scattered clouds,0.73,4,567.44,7.71,1.89,53.56,60.04,5.026814073743664,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE546,BONJAMEHARI,West Bengal,20.570856,81.021508,underground,coal,800,10.05.2015,1,0,Hit by Dumpers,26.14,48,scattered clouds,0.66,4,567.44,7.71,1.89,53.56,60.04,7.495930606418758,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE547,MORWAD MARBLE MINE,Rajasthan,26.60466666666667,74.85147222222221,opencast,marble,450,02.05.2015,1,0,Run Over or Hit by Wheeled Trackless,23.49,10,clear sky,2.67,3,447.27,10.45,3.28,31.32,60.8,0.9274099368611016,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE548,UMARSAR LIGNITE MINE,Gujarat,23.73147222222222,68.81922222222222,opencast,lignite,450,24.04.2015,1,0,Hit by Dumpers,25.58,69,clear sky,4.59,2,226.97,0.53,0.54,16.85,44.61,2.112677294764244,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE549,NIZARNA MARBLE MINE,Rajasthan,25.01033333333333,73.85236111111111,opencast,marble,450,23.04.2015,1,0,Fall of Person from Height/into Depth,24.0,11,clear sky,2.94,3,380.52,6.08,5.07,31.11,53.69,0.9274099368611016,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
